1,AARTIPHARM,INE0LRU01027,648.8,20
2,DEEPAKNTR,INE288B01029,2493.6,20
3,TVSSCS,INE395N01027,176.44,20
4,RELINFRA,INE036A01016,249.7,100
5,NFL,INE870D01012,107.93,22
6,MARUTI,INE585B01010,11049.6,9
7,RAJESHEXPO,INE343B01030,234.1,20
8,BLUESTARCO,INE472A01039,1760.45,20
9,SGBJAN29IX,IN0020200377,8000.08,10
10,ITI,INE248A01017,292.39,24.08
11,BECTORFOOD,INE495P01012,1637.25,20
12,SGBMAR25,IN0020160126,7948.89,10
13,INDIAGLYCO,INE560A01015,1102.15,20
14,PGEL,INE457L01029,629.55,22.58
15,PREMIERENE,INE0BS701011,982.7,20
16,SGBSEP27,IN0020190115,7980,10
17,SGBNOV25VI,IN0020170083,8000,10
18,RECLTD,INE020B01018,508.45,20
19,SGBAUG27,IN0020190107,8099,10
20,SGBMAY26,IN0020180033,7870,10
21,FLUOROCHEM,INE09N301011,4034.15,20
22,GSEC10IETF,INF109KC18O0,238.02,80
23,CHEMPLASTS,INE488A01050,474.8,20
24,PAGEIND,INE761H01022,45856.8,20
25,EICHERMOT,INE066A01021,4588.7,9.8
26,GUJALKALI,INE186A01019,775.55,20
27,NMDC,INE584A01023,223.21,20
28,KIRLOSENG,INE146L01010,1096.5,20
29,MOIL,INE490G01020,299.2,20
30,ANANTRAJ,INE242C01024,674.2,20
31,LMW,INE269B01029,15250.2,20
32,TIINDIA,INE974X01010,3447.65,20
33,STANLEY,INE01A001028,436.65,20
34,CHAMBLFERT,INE085A01013,461.95,20
35,SGBNOV25,IN0020170091,8099,10
36,RCF,INE027A01015,152.48,21.31
37,NCC,INE868B01028,279.65,20
38,IREDA,INE202E01016,187.59,21.46
39,STOVEKRAFT,INE00IN01015,727.05,20
40,VENUSPIPES,INE0JA001018,1861.95,20
41,TITAN,INE280A01028,3187.85,9
42,BASF,INE373A01013,6333.3,20
43,NIFTYIETF,INF109K012R6,262.43,6
44,HDFCBANK,INE040A01034,1681.35,9
45,HINDALCO,INE038A01020,626.6,13.18
46,LIQUIDBEES,INF732E01037,1000,5
47,POWERINDIA,INE07Y701011,12121.25,20
48,TATACONSUM,INE192A01025,952.75,9.37
49,SUBEXLTD,INE754A01055,22.9,20.45
50,SGBMAR30X,IN0020210319,8013.79,10
51,TANLA,INE483C01032,722.8,20
52,TORNTPHARM,INE685A01028,3116.6,20
53,YESBANK,INE528G01035,19.07,20
54,COLPAL,INE259A01022,2762.9,20
55,NRBBEARING,INE349A01021,272.9,20
56,ROSSARI,INE02A801020,780.65,20
57,SGBJUN30,IN0020220045,8011.57,10
58,SHRIRAMPPS,INE217L01019,103.26,20.27
59,SGBOCT25IV,IN0020170067,7800,10
60,DMART,INE192R01011,3759.55,20
61,SULA,INE142Q01026,399,20
62,ABSLLIQUID,INF209KB18T9,999.99,5
63,INDUSTOWER,INE121J01017,318.1,20
64,RICOAUTO,INE209B01025,84.91,21.26
65,UCOBANK,INE691A01018,41.61,20
66,DOMS,INE321T01012,2599.3,20
67,AADHARHFC,INE883F01010,423.9,20
68,JUNIORBEES,INF732E01045,717.16,6.35
69,KFINTECH,INE138Y01010,963.9,20
70,FORTIS,INE061F01013,620.4,20
71,BERGEPAINT,INE463A01038,489.75,20
72,OIL,INE274J01014,480.85,20
73,ITC,INE154A01025,472.2,9
74,LICNETFGSC,INF767K01MV5,26.42,80
75,EMAMILTD,INE548C01032,649.75,20
76,EBBETF0431,INF754K01LE1,1279.19,20
77,IMFA,INE919H01018,742.9,20
78,DRREDDY,INE089A01031,1245,9
79,3MINDIA,INE470A01017,33363.9,20
80,CONFIPET,INE552D01024,70.99,20
81,GUJGASLTD,INE844O01030,491.7,20
82,SETF10GILT,INF200KA1JT1,239.56,80
83,WHIRLPOOL,INE716A01013,1779.55,20
84,SOTL,INE035D01020,482.7,20
85,LTF,INE498L01015,135.91,20
86,ADVENZYMES,INE837H01020,377.55,20
87,VTL,INE825A01020,462.95,20
88,ICICIB22,INF109KB15Y7,109.59,20
89,JYOTHYLAB,INE668F01031,436.1,20
