391,HAPPSTMNDS,INE419U01012,793.2,20
392,UNIPARTS,INE244O01017,446.8,20
393,SFL,INE916U01025,858.8,20
394,WELSPUNLIV,INE192B01031,162.68,20
395,SUVENPHAR,INE03QK01018,1282.9,20
396,KOTAKBANK,INE237A01028,1746.9,9
397,INFY,INE009A01021,1803.05,9.16
398,UNIECOM,INE00U401027,202.48,20
399,LIQUID,INF769K01KS1,999.99,5
400,WCIL,INE0CJF01024,136.14,20
401,SHAREINDIA,INE932X01026,294,20
402,VARROC,INE665L01035,531.2,20
403,KANSAINER,INE531A01024,279.7,20
404,SBIN,INE062A01020,859.6,11.04
405,ENTERO,INE010601016,1534.8,20
406,DELTACORP,INE124G01033,118.5,20
407,LINDEINDIA,INE473A01011,7791.1,20
408,CAMLINFINE,INE052I01032,113.44,20
409,PRESTIGE,INE811K01011,1647.05,20
410,GRASIM,INE047A01021,2562.7,9.22
411,NHPC,INE848E01016,84.52,20
412,SHILPAMED,INE790G01031,844.05,20
413,TECHM,INE669C01036,1651,10.28
414,SGBDEC2513,IN0020170158,8120,10
415,REDINGTON,INE891D01026,196.67,20
416,ALKEM,INE540L01014,5723.8,20
417,NTPC,INE733E01010,403.8,11.86
418,JIOFIN,INE758E01017,321.55,20
419,PIDILITIND,INE318A01026,3158.35,20
420,RENUKA,INE087H01022,43.11,20
421,GANECOS,INE845D01014,2338.9,20
422,LICI,INE0J1Y01017,929.7,20
423,PPLPHARMA,INE0DK501011,292.25,20
424,JINDALSAW,INE324A01032,318.6,20
425,JBCHEPHARM,INE572A01036,1859.75,20
426,UNITDSPR,INE854D01024,1438.95,20
427,SGBNOV26,IN0020180314,8100,10
428,SGBSEP28VI,IN0020200195,8107.14,10
429,RELAXO,INE131B01039,778.75,20
430,SGBDEC25,IN0020170125,8500,10
431,JAMNAAUTO,INE039C01032,111.37,20
432,MANGLMCEM,INE347A01017,871.45,20
433,BAJAJHFL,INE377Y01014,138.36,20
434,CMSINFO,INE925R01014,530.1,20
435,MUTHOOTMF,INE046W01019,206.58,20
436,ARVINDFASN,INE955V01021,586.45,20
437,SBICARD,INE018E01016,700.35,20
438,TEGA,INE011K01018,2189.3,20
439,LOWVOLIETF,INF109KC19U5,21.49,6.88
440,PHOENIXLTD,INE211B01039,1515.35,20
441,AUROPHARMA,INE406A01037,1350.6,20
442,CERA,INE739E01017,7207.3,20
443,VPRPL,INE0AE001013,306.35,20.28
444,GATEWAY,INE079J01017,87.4,20
445,SUPRAJIT,INE399C01030,521.05,20
446,ORIENTPPR,INE592A01026,41.34,20
447,TBOTEK,INE673O01025,1680.15,20
448,AVANTEL,INE005B01027,171.13,20
449,HINDUNILVR,INE030A01027,2475.5,9
450,LUPIN,INE326A01037,2111.5,20
451,TIRUMALCHM,INE338A01024,336.45,20
452,ITBEES,INF204KB15V2,44.9,20
453,ALPL30IETF,INF109KC17V7,29.05,6
454,VRLLOG,INE366I01010,572.4,20
455,SETFGOLD,INF200KA16D8,66.22,20
456,MIDCAPETF,INF769K01IC9,21.4,6.3
457,SUDARSCHEM,INE659A01023,1034.15,20
458,KSB,INE999A01023,809.3,20
459,LAURUSLABS,INE947Q01028,494.95,20
460,SUPREMEIND,INE195A01028,4676.75,20
461,LTIM,INE214T01019,5886,20
462,SYMPHONY,INE225D01027,1575.15,20
463,SGBOCT26,IN0020180249,8078.33,10
464,HINDOILEXP,INE345A01011,207.34,20
465,MON100,INF247L01AP3,172.12,6.91
466,VIPIND,INE054A01027,476.95,20
467,SUPRIYA,INE07RO01027,660,20
468,PTC,INE877F01012,185.98,20
469,HDFCAMC,INE127D01025,4517.15,20
470,JUSTDIAL,INE599M01018,1140.8,20
471,GOLD1,INF174KA1HJ8,64.81,20
472,ACE,INE731H01025,1320.55,20.48
473,SGBJ28VIII,IN0020190537,8165,10
474,LIQUIDETF,INF740KA1EU7,1000,5
475,UJJIVANSFB,INE551W01018,38.23,20
476,KALYANKJIL,INE303R01014,706.05,20
477,SYRMA,INE0DYJ01015,568.35,20
478,SPANDANA,INE572J01011,394.2,20
479,BALRAMCHIN,INE119A01028,599,20
480,PATELENG,INE244B01030,51.67,21.34
481,TATAELXSI,INE670A01012,7164.95,20
482,SGBMAR31IV,IN0020220169,8293,10
483,DBL,INE917M01012,502.45,20
484,SGBJAN30IX,IN0020210236,8148.92,10
485,PNBHOUSING,INE572E01012,970.3,20
486,PSUBNKBEES,INF204KB16I7,77.55,20
487,ADANIPORTS,INE742F01042,1353.1,16.35
488,HINDZINC,INE267A01025,507.6,20
489,ORCHPHARMA,INE191A01027,1507.35,20.06
490,NYKAA,INE388Y01029,191.54,20
491,JISLJALEQS,INE175A01038,69.82,22.94
492,J&KBANK,INE168A01041,105.96,20
493,SGBSEP29VI,IN0020210145,8096.94,10
494,PSB,INE608A01012,53.96,20.51
495,KIMS,INE967H01025,564.4,20
496,VIJAYA,INE043W01024,1025.2,20
497,BANCOINDIA,INE213C01025,758.25,20
498,METROPOLIS,INE112L01020,2111.85,20
499,TTKPRESTIG,INE690A01028,876.2,20
500,HGINFRA,INE926X01010,1322.8,20
501,PCBL,INE602A01031,431.3,20
